date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-01-01,2.9,1.5,3.9,0,0,27,7.2,27.4,1024.8,0
2016-01-02,0.5,0,1.5,4.6,0,89,10.4,28.4,1015.6,0
2016-01-03,0.2,-2.2,1.4,5.1,0,71,7.9,27.7,1008.2,0
2016-01-04,1.4,-2.6,5.7,2.8,40,181,14,37.1,994.5,72
2016-01-05,2.6,-1.1,6.8,0.9,0,174,12.2,42.1,996.6,186
2016-01-06,2.6,-0.4,5.9,1.7,0,174,9,34.2,1000.4,18
2016-01-07,3.5,2,5.8,4.4,0,172,11.5,33.1,999.7,138
2016-01-08,3.9,1.9,7,3.6,0,189,10.4,26.3,1005.7,192
2016-01-09,4.9,1.8,6.9,1,0,132,5.4,13.7,1003.2,0
2016-01-10,4,-0.2,6.5,15.5,0,160,10.4,37.4,999.3,0
2016-01-11,4.9,2.7,6.7,7.3,0,196,19.8,70.9,992.9,12
2016-01-12,4.3,2.1,5.8,0.1,0,232,28.8,57.6,999.4,30
2016-01-13,2.4,0.5,3.7,1,0,235,30.6,66.6,1012.7,6
2016-01-14,0.8,-2.5,3.7,0.6,0,173,12.2,34.6,1011.8,324
2016-01-15,0,-1,1.8,0.5,10,230,25.9,56.5,1010.1,0
2016-01-16,-0.7,-1.5,0,0.2,60,264,14,45.7,1019,18
2016-01-17,-2.8,-8.7,-1.1,1,60,271,15.5,39.2,1021.7,90
2016-01-18,-7.5,-13.3,-3.5,0,60,68,9,22.7,1021.2,354
2016-01-19,-5.9,-7.6,-3.2,0,50,83,6.1,15.1,1016.3,6
2016-01-20,-6.5,-13.5,-0.2,0.2,40,62,3.2,14.4,1019.4,408
2016-01-21,-3.8,-12.3,2,0,50,68,6.1,19.8,1026.3,48
2016-01-22,-8.2,-14.4,-6,1.2,50,121,6.8,14.4,1031.4,0
2016-01-23,0.1,-8.6,4,0.5,50,196,10.4,34.6,1033.1,0
2016-01-24,-0.2,-4.9,3.5,0.2,0,157,4.3,13.7,1034.7,6
2016-01-25,4.4,-0.5,11.1,0,0,150,5,16.6,1029.8,246
2016-01-26,5.7,-1.1,13.8,0,0,160,8.3,29.2,1027.3,366
2016-01-27,8.3,0.9,13.7,0,0,185,12.2,45.4,1022.7,84
2016-01-28,8.8,5.7,12.1,6.4,0,236,13,37.8,1023.1,18
2016-01-29,6.3,2.7,10.5,0,0,243,11.5,36,1028.4,306
2016-01-30,6.4,1.6,10.7,4.7,0,219,22.7,78.1,1018.5,270
2016-01-31,3.8,1.4,10.4,9.2,0,214,17.3,45,1014.3,0
2016-02-01,11.1,6.3,14,0,0,242,29.9,64.4,1019.4,42
2016-02-02,8.7,6.5,11.4,0.6,0,233,22.7,56.5,1019.4,162
2016-02-03,3.4,0.6,9.4,5.8,0,242,17.6,56.9,1019.2,0
2016-02-04,2,0.5,4,6.4,0,235,25.2,58.7,1024.3,42
2016-02-05,3.6,-0.7,7.5,0.1,0,225,10.1,37.8,1026.5,30
2016-02-06,3.9,-2,13.3,0,0,137,7.6,19.4,1017.4,402
2016-02-07,3,-3.2,7.3,0.4,0,215,8.6,34.2,1007.4,48
2016-02-08,7.1,3.1,12.7,3.2,0,203,24.5,85,1006.1,102
2016-02-09,7.8,3.7,11.8,1,0,195,20.2,81.7,998.1,0
2016-02-10,2.7,0.4,4.8,0.7,0,240,25.2,58.7,998.1,132
2016-02-11,1.6,-3.5,5.6,0,0,224,18,43.9,1006.5,6
2016-02-12,1.7,-1.4,5.8,0.5,0,116,10.4,37.1,1000.5,408
2016-02-13,4.3,1.3,7.9,1.8,0,178,12.2,48.6,991.2,42
2016-02-14,5.7,2.8,9.4,2.5,0,216,16.2,64.8,990.1,60
2016-02-15,3.4,0.9,5.8,0.1,0,272,9.4,24.8,1009.6,18
2016-02-16,2,-0.1,3.8,0,0,10,15.5,34.2,1028.7,6
2016-02-17,0.6,-1.1,1.4,0.3,0,359,12.2,34.9,1018.8,0
2016-02-18,2.3,-1.2,6.3,0,0,138,10.4,27.7,1016.1,276
2016-02-19,1.4,-0.8,3.7,0,0,222,13,36.4,1020.3,0
2016-02-20,2.4,-1.8,7.7,3.3,0,210,25.9,75.2,1020.5,0
2016-02-21,10.8,7.6,14.4,0,0,236,29.9,67.7,1015.3,48
2016-02-22,11.7,6.1,16.3,0,0,234,19.1,54.4,1010.2,402
2016-02-23,5.4,0.2,10.1,7.6,0,248,21.6,51.5,1010.9,0
2016-02-24,1.6,-0.5,4.8,2,0,233,9.7,21.2,1016.8,126
2016-02-25,0.8,-0.1,2.4,1,10,350,7.2,16.2,1011.8,0
2016-02-26,0,-4.5,4.2,0,0,82,9.7,31,1011.8,396
2016-02-27,0.4,-4.3,6.2,0,0,41,9.7,23,1005.8,468
2016-02-28,1.6,-1.3,5.4,0,0,20,14.4,37.8,1008.1,0
2016-02-29,2.1,-1.4,5,12.7,0,347,18,34.2,1010.8,0
2016-03-01,0,-1.6,2.2,1.3,70,247,14.8,35.6,1018.9,6
2016-03-02,3.4,0.8,7.7,6.5,10,221,20.2,56.9,1005.7,0
2016-03-03,2.1,0.4,4.5,0,0,220,14,30.6,1003.1,6
2016-03-04,3.3,-0.8,6.9,0,0,150,13,35.6,1002.2,330
2016-03-05,2.5,-0.8,6.8,7.3,0,258,8.3,26.6,995.5,24
2016-03-06,2.1,-1.5,5.3,0,0,222,17.6,44.3,1001.2,90
2016-03-07,1.1,-2.2,4.7,0.5,0,199,8.3,25.9,1004.4,216
2016-03-08,-0.3,-4.8,5.4,0,0,316,7.2,26.6,1013.5,414
2016-03-09,-1.9,-6.4,3.6,0,0,51,7.2,30.2,1010.9,150
2016-03-10,0.8,-6.1,8.3,0,0,33,5.4,23,1015.1,408
2016-03-11,2.1,-5.4,7.5,0,0,29,11.2,33.8,1022.6,282
2016-03-12,4.4,2.2,7.1,0,0,30,14,32.8,1024.9,12
2016-03-13,3.9,1.4,7.2,0,0,45,21.6,43.6,1027,42
2016-03-14,2.4,-3.4,8,0,0,54,18,41.8,1027.3,354
2016-03-15,-0.4,-3.9,1.1,4.6,0,345,8.3,27.7,1023,0
2016-03-16,2,-1.3,6.8,0,0,63,23.8,56.9,1022.7,444
2016-03-17,3.1,-3.4,11.1,0,0,31,7.6,22.7,1023.9,642
2016-03-18,4,-4.1,13.3,0,0,93,5.8,23.8,1019.1,636
2016-03-19,3.3,-3.5,8.7,0,0,348,10.8,29.2,1018.5,618
2016-03-20,4.4,1.1,9.4,0,0,323,9.4,27,1017.1,366
2016-03-21,4.6,-0.5,9.2,0,0,326,6.8,28.1,1016.5,210
2016-03-22,5.1,2.3,8.5,0.1,0,304,7.6,28.4,1011.8,120
2016-03-23,4.7,2,8.2,0.5,0,333,7.9,25.2,1007.9,36
2016-03-24,4.6,1.9,7.9,0,0,282,8.6,29.5,1013.6,36
2016-03-25,4.9,2.8,7.4,8.6,0,205,14.8,44.6,1014.7,0
2016-03-26,7.1,2.9,12.4,0,0,221,10.1,33.1,1018,342
2016-03-27,6.5,-0.6,13.6,1.3,0,,10.1,37.1,1012.8,216
2016-03-28,8.2,-0.1,14.3,1.3,0,179,14,45.7,1007.7,372
2016-03-29,9.2,4,14,0.7,0,243,19.1,68.8,1010.8,552
2016-03-30,10.1,6.5,14.4,2.2,0,196,11.2,33.5,1011.8,12
2016-03-31,11.4,3,18.8,0,0,60,6.8,21.2,1007,264
2016-04-01,6.9,4.9,8.8,0,0,359,11.5,31.7,1014.8,0
2016-04-02,8.9,4.3,15.4,0,0,72,10.4,27,1016.1,174
2016-04-03,11.2,2.8,20.1,0,0,17,6.5,23,1010.6,372
2016-04-04,13.1,7.1,20,0,0,43,8.6,25.2,1006.2,480
2016-04-05,11.9,3.5,18,1.5,0,317,9.4,39.6,1006.2,282
2016-04-06,10.6,5.8,15.1,0,0,235,13.7,33.5,1012.2,198
2016-04-07,7.5,3.5,10.9,0.9,0,202,9.7,35.3,1011.3,102
2016-04-08,6.5,4,9,0,0,138,6.5,20.9,1010.5,0
2016-04-09,7.1,4.7,10.5,0.5,0,193,5,20.9,1007.3,0
2016-04-10,8.4,2.6,13.2,0,0,108,8.3,26.6,1010.3,102
2016-04-11,8.7,1.5,16.1,0,0,58,9.7,33.8,1010.4,726
2016-04-12,10,3.7,16.7,7.4,0,96,8.6,37.4,1010,384
2016-04-13,10.1,6.2,17.3,2.1,0,234,9.7,56.9,1007.3,318
2016-04-14,8.6,2.8,14.1,0.2,,249,11.5,28.1,1011.4,168
2016-04-15,8.1,1.8,11.7,9.5,0,179,11.2,45.4,1008.4,12
2016-04-16,11.6,7.7,17.8,1.9,0,192,13.3,60.5,1004.8,216
2016-04-17,8.7,5.7,12.1,8.6,0,304,11.9,33.5,1008.9,0
2016-04-18,7.4,4.9,9.7,0,0,1,9,24.1,1018.5,6
2016-04-19,7.7,1.4,12.4,0,0,289,9.4,28.4,1024.3,336
2016-04-20,7.8,2,14.1,0,0,36,7.6,22.3,1026.6,744
2016-04-21,9.1,0.5,18.4,0,0,43,7.2,26.3,1020.9,738
2016-04-22,11.4,1,19,0,0,51,7.2,28.1,1013.6,606
2016-04-23,8.8,2.3,14.1,3.6,,320,11.9,41.4,1007.3,30
2016-04-24,3,-1.2,7.6,0.2,0,294,11.9,40,1011.9,186
2016-04-25,2.9,-0.2,6.8,0,0,252,18,47.2,1010.8,186
2016-04-26,3,0.2,7,8.7,0,220,17.6,59,1004.2,0
2016-04-27,2.9,-1.7,7.4,0.2,0,229,20.2,68.8,1010,384
2016-04-28,3.1,-2,9.6,0.5,0,215,10.8,48.6,1015.5,444
2016-04-29,7,-2.8,15.6,0,0,128,6.1,20.5,1016.7,738
2016-04-30,10.7,-0.3,18.5,0,0,97,9.7,31.3,1012.7,594
2016-05-01,9.7,6,14,2,0,22,10.8,41,1014.7,72
2016-05-02,10.6,3.9,17.4,0,0,358,8.3,33.5,1019.1,714
2016-05-03,9.9,4.6,17,1,,260,14.4,55.1,1018.6,342
2016-05-04,8.4,1.7,14,0,,324,10.4,30.2,1025.4,660
2016-05-05,9.6,1.7,16,0,,69,15.8,43.6,1022,690
2016-05-06,14,3.3,21.2,0,,90,10.8,35.3,1014.3,816
2016-05-07,15.6,5,22.6,0,,80,12.6,43.9,1010,822
2016-05-08,16.2,6.7,22.7,0,,71,17.6,43.9,1009.9,822
2016-05-09,16.9,7.7,23.6,0,,74,12.6,37.8,1010.7,756
2016-05-10,15.2,9.2,19.8,0,,77,9,25.9,1008.7,84
2016-05-11,15.7,6.8,20.8,0,,80,16.2,41.8,1002.2,270
2016-05-12,11.7,9.2,14.6,23.1,,179,12.2,37.1,996.5,36
2016-05-13,11.3,9.2,16.4,30.7,,247,11.5,31,998,12
2016-05-14,11,4.8,15.4,6.6,,280,12.2,43.9,1006.6,60
2016-05-15,7.1,4.4,10.6,0,,279,14.4,40.7,1017.7,132
2016-05-16,6.4,4.5,10.5,5.1,,247,15.1,44.6,1019.3,30
2016-05-17,8.2,2.9,13.3,0,,241,7.9,28.4,1018.2,222
2016-05-18,12,3.2,18.2,3,,90,8.6,39.2,1011.6,570
2016-05-19,10.5,9,12.3,14.4,,221,10.8,37.8,1011.5,12
2016-05-20,12.3,7.6,18.3,0,,230,9.7,25.9,1019.2,522
2016-05-21,15.8,6.5,23,0,,126,7.2,22.7,1016.5,786
2016-05-22,18.6,8,28,4.5,,,4.3,,1008.8,660
2016-05-23,10.2,8,14.2,18,,,,,,6
2016-05-24,9.7,8.2,10.8,3.5,,,,,1012.5,0
2016-05-25,12.2,9.4,17,1,,350,5.8,18.7,1013.5,198
2016-05-26,16.5,8.4,23.3,0,,43,4.7,18.7,1013.6,702
2016-05-27,17.8,12,24,0.4,,320,5.4,24.8,1012.1,306
2016-05-28,17.8,11.5,24.5,26.7,,118,7.2,24.1,1010.1,504
2016-05-29,17.3,13.2,22.8,14.3,,349,11.2,66.2,1003.3,270
2016-05-30,15.8,11.7,20.3,0,,215,19.1,46.4,1005,252
2016-05-31,14.8,9.5,18,5.9,,169,8.6,24.5,1009.9,168
2016-06-01,15.3,12.5,19.8,0.7,,271,12.2,33.1,1011.2,264
2016-06-02,14,10.2,17.9,10.2,,170,7.2,24.5,1009.7,6
2016-06-03,14.5,9.7,20,0.3,,65,6.1,22.3,1009.2,168
2016-06-04,16.2,12.4,21.2,0.2,,167,6.8,20.9,1010.6,144
2016-06-05,15.7,11.2,20.7,7.3,,135,6.8,20.9,1014.6,114
2016-06-06,17.5,9.6,24.6,0,,65,7.9,30.2,1017.3,600
2016-06-07,18.8,9.4,26.3,21.6,,46,6.1,26.3,1018.4,720
2016-06-08,16.2,13.7,20.1,25.9,,219,7.6,34.2,1016.7,36
2016-06-09,14.6,9.3,18.7,0.1,,306,9.7,24.1,1014.4,276
2016-06-10,15.5,8.8,21.6,0.2,,27,6.5,28.8,1011,786
2016-06-11,14.5,11.7,18.2,3.6,,227,5.8,21.2,1009.5,108
2016-06-12,15.1,12,20.1,7.1,,217,15.5,54.4,1008.1,108
2016-06-13,14.8,12.5,18.6,0.6,,226,15.8,42.5,1003.3,120
2016-06-14,14.6,11.6,19.9,2,,226,11.5,44.6,1001.1,228
2016-06-15,15.5,10.8,20.4,0.2,,225,13,45,1001.3,546
2016-06-16,14.7,11.7,19,15.4,,170,11.5,32.4,1001.7,108
2016-06-17,13,8.5,18.7,1.6,,226,19.1,58,1008.9,408
2016-06-18,15.1,8.8,21.3,0.3,,239,10.4,28.8,1016.2,510
2016-06-19,13.7,11.8,17.3,0.4,,255,8.3,24.5,1020.8,24
2016-06-20,15.7,8.3,22.1,0.3,,280,6.1,20.9,1020,630
2016-06-21,18,13.9,23,0,,227,10.1,32,1020.3,108
2016-06-22,20.9,15,27.5,0,,66,6.1,17.3,1021.7,648
2016-06-23,23.3,15.1,30.6,0,,93,9.4,32.4,1018.6,894
2016-06-24,23.5,13,31.5,0,,17,6.8,35.6,1014.2,876
2016-06-25,20.7,14.3,27.7,5.9,,265,10.4,58.7,1011.7,480
2016-06-26,15.7,13.9,18.7,0.3,,323,7.2,26.3,1017.4,0
2016-06-27,16.9,10.7,21.7,0,,287,9.7,32.8,1018.9,552
2016-06-28,18.7,13.8,25.1,0,,96,5,25.9,1015.7,390
2016-06-29,19.8,13.8,24.4,4.3,,171,9.7,34.2,1012.5,438
2016-06-30,17.9,14.4,23.7,23.4,,195,9.7,63.7,1014.1,204
2016-07-01,20.6,13.1,26.8,0,,197,7.9,31,1014.8,828
2016-07-02,17,10.7,21.4,2.4,,233,10.4,48.6,1015.2,120
2016-07-03,14.7,8.8,19.3,0,,228,8.3,27,1020.6,126
2016-07-04,18,13.3,23.6,0,,86,6.1,18.4,1019,654
2016-07-05,18.6,10.8,25.5,0,,246,11.5,37.8,1014.8,696
2016-07-06,16.6,10.2,20.6,0,,285,12.2,37.4,1018.4,570
2016-07-07,16.6,8.2,23.2,0,,31,5.4,27.4,1019.4,858
2016-07-08,19.5,8.9,27.7,0,,138,8.3,37.4,1016,750
2016-07-09,21,13.9,26.3,0,,268,10.1,32.8,1017.4,552
2016-07-10,22.2,12.4,31.1,0,,99,6.5,20.5,1012.8,864
2016-07-11,23.5,18,30.3,32.3,,203,10.8,42.5,1010.4,504
2016-07-12,17.2,15.4,20.3,14.7,,275,7.2,38.2,1012.6,6
2016-07-13,14.6,11.5,19.3,15.6,,230,12.6,38.2,1013.1,66
2016-07-14,12.7,10.1,17.4,1.3,,264,16.9,37.4,1016.7,144
2016-07-15,12.3,6.5,16.9,0,,282,10.8,31.3,1024,492
2016-07-16,14.6,6.5,20.9,0,,253,6.8,24.1,1024.1,510
2016-07-17,19.1,13.7,24.6,0,,244,7.9,30.2,1020.3,432
2016-07-18,20.5,14.5,26.3,0,,7,6.5,27.7,1019.5,732
2016-07-19,21.1,13.4,28,0,,49,5,18,1018.7,858
2016-07-20,22.5,12.6,30.6,3.4,,102,5.4,20.5,1014.8,858
2016-07-21,20.4,14.6,25.6,2.6,,235,10.1,44.6,1013.9,378
2016-07-22,19.9,12.9,25.4,0,,88,7.6,33.1,1013.8,474
2016-07-23,20.1,16,24.8,3.8,,264,7.9,25.9,1015,258
2016-07-24,20.8,14.6,27.4,0,,255,5.4,23.4,1016.5,648
2016-07-25,20,14.9,25.9,1.8,,194,6.8,25.6,1016.7,348
2016-07-26,20.1,14.4,26.4,0,,162,7.6,40,1017,486
2016-07-27,19.9,15.1,25.6,0.1,,240,9.7,31,1015.3,390
2016-07-28,19.1,13.7,24.9,0,,178,5.8,32,1015.4,414
2016-07-29,19.9,15.1,25.8,0,,232,10.4,33.5,1013.7,408
2016-07-30,21.1,13.2,28.7,3.6,,170,8.3,36.7,1012,684
2016-07-31,18.5,15.7,22.1,6.6,,190,9.7,49,1012,60
2016-08-01,16.5,10.4,22.1,0,,302,7.6,27.7,1017.9,708
2016-08-02,17,10.4,21.5,0,,214,12.6,34.6,1017,18
2016-08-03,19.7,12.3,26.6,0,,215,11.2,37.1,1014.1,462
2016-08-04,20.8,12.2,29.4,23.7,,147,10.4,56.9,1010.7,684
2016-08-05,14.6,11.6,17.7,19.2,,257,11.2,33.5,1017,6
2016-08-06,15.8,10.4,21.1,0,,250,7.2,26.3,1024.7,342
2016-08-07,16.8,8.9,24.4,0,,105,4.7,18.4,1026,786
2016-08-08,19.4,10.2,27.6,1.1,,181,8.3,29.2,1019.1,696
2016-08-09,15.1,9.8,17.6,0.7,,259,8.3,34.2,1018.8,12
2016-08-10,12.9,8.8,18.1,4.5,,276,9.4,37.8,1018.6,204
2016-08-11,13.3,9.8,18.4,2.9,,296,6.1,22.7,1022.3,522
2016-08-12,13.9,11,16.7,0.4,,221,13.3,38.9,1024.6,0
2016-08-13,18.4,10.5,26.1,0,,175,5.8,19.4,1022.4,792
2016-08-14,19.7,11.7,27,0,,176,5.8,22,1020,666
2016-08-15,19.5,13.7,25.9,0,,7,6.5,25.2,1018.5,666
2016-08-16,19,11.1,26.5,0,,344,5,19.8,1013.9,714
2016-08-17,17,10.8,23.9,0,,339,5.8,18.7,1011.1,480
2016-08-18,17,10.7,23.6,0.2,,209,9.7,40,1008.8,348
2016-08-19,18.4,13.4,24.4,0,,190,6.1,20.9,1010.5,408
2016-08-20,20.2,13.4,26.5,6.4,,,,,,282
2016-08-21,15.7,11.6,20.5,0.9,,,,,,210
2016-08-22,15.7,11,21.7,0,,,,,,552
2016-08-23,17.6,9.3,25.1,0,,102,5.8,17.6,1025.9,762
2016-08-24,19.4,11,26.5,0,,82,10.1,41,1021.6,756
2016-08-25,20.5,12.6,27.8,0,,73,10.4,28.8,1017.3,756
2016-08-26,20.2,9.4,30.1,0,,60,4,14.4,1016.6,750
2016-08-27,21.6,12.6,30.3,0,,75,5,24.8,1016.3,738
2016-08-28,22,14.1,30.8,0.2,,177,7.9,23.8,1014.7,498
2016-08-29,18.7,14.3,23.7,1.6,,205,7.2,31.7,1017.6,132
2016-08-30,18.1,12.5,23.8,0,,25,10.8,27.7,1020.9,624
2016-08-31,18.1,11.3,25.7,0.3,,75,7.2,27,1019,714
2016-09-01,18.8,12.9,25.3,0,,204,6.5,20.5,1020,318
2016-09-02,18.1,10.5,26.1,0,,90,4,15.5,1019.2,612
2016-09-03,18.1,11,25.3,0,,170,6.1,22,1017.7,366
2016-09-04,18.4,12.1,23.9,5.4,,192,15.5,45.7,1014.3,174
2016-09-05,15.9,12.9,18.6,0.4,,269,16.2,55.1,1018.4,246
2016-09-06,16.5,11,22.1,0,,3,7.6,28.4,1023.6,486
2016-09-07,16.6,11.1,23.9,0,,80,11.2,39.2,1018.2,492
2016-09-08,18.2,9.1,27.6,0,,171,6.1,23.4,1012.9,702
2016-09-09,19.1,11.4,27.3,0,,80,4.3,15.8,1015,654
2016-09-10,18.7,10.1,27.6,0,,16,3.2,21.2,1014.5,690
2016-09-11,19.7,12.5,27.9,0,,118,5.8,27.7,1015.9,648
2016-09-12,19.5,11.4,29.5,0,,100,3.6,14.8,1016,684
2016-09-13,19.6,11.4,28.6,0,,84,5.8,25.6,1013.7,708
2016-09-14,19.2,9.3,27.3,0,,16,6.8,32,1011.3,702
2016-09-15,19.9,11,28.5,0,,41,6.5,23,1009.2,498
2016-09-16,16.8,11.4,21.8,7.7,,284,8.6,24.1,1012.2,300
2016-09-17,13.8,12.5,15.5,19.5,,254,14,32,1012.2,0
2016-09-18,13.4,12.1,14.5,17.7,,249,14.8,36,1010.3,0
2016-09-19,11.9,11.1,12.7,18,,299,10.8,23.8,1015,0
2016-09-20,11.9,5.7,15.4,0,,30,6.8,22,1016.8,204
2016-09-21,8.9,2.8,15.8,0,,31,6.1,22.7,1018.3,408
2016-09-22,10.2,1.9,18.4,0,,78,5.8,31.3,1021,642
2016-09-23,11.2,4.6,18.9,0,,111,4.7,18,1024.1,426
2016-09-24,11.9,4.8,20.2,0,,86,5.4,28.1,1024.3,534
2016-09-25,12.1,3.8,20.7,0,,37,4.7,20.9,1020,660
2016-09-26,13.5,6.3,21.9,0,,101,6.1,24.5,1020.1,624
2016-09-27,12.2,7.4,19.4,0,,310,4.3,13.7,1024.7,252
2016-09-28,13.6,6.3,20.7,0,,190,9,29.5,1027.2,498
2016-09-29,15.5,9.5,23.1,0,,185,11.9,34.9,1020.8,624
2016-09-30,15.7,9.1,23.2,0,,171,11.2,41.4,1014.8,642
2016-10-01,15.5,7.7,22.2,0.1,,190,9.4,33.8,1010.8,480
2016-10-02,11.4,6.7,13.9,2.2,,183,6.1,25.9,1015.1,30
2016-10-03,10.1,5.2,14.2,1.4,,253,13,36.7,1023.4,108
2016-10-04,8.7,5.3,11.3,0.2,,307,8.3,35.3,1028,0
2016-10-05,6.1,2.9,10.5,0.6,,38,13,34.9,1026.8,450
2016-10-06,6.8,4.9,8.5,1.2,,310,7.6,18.4,1018.3,0
2016-10-07,8.3,7,10.2,0,,358,7.6,19.1,1016.5,0
2016-10-08,7.2,4.1,10,0,,7,5,19.1,1019.6,12
2016-10-09,5.6,0.1,11.5,0,,11,5.8,21.6,1022.4,162
2016-10-10,4.9,-1,9.8,0.1,,34,5.4,18.4,1021.6,66
2016-10-11,5.6,4,9.8,2.8,,22,8.6,30.6,1017.1,72
2016-10-12,5,1.8,9.7,0,,18,6.5,22.7,1017.1,168
2016-10-13,5.9,0.9,10.4,0,,69,14.8,43.6,1013.5,288
2016-10-14,8.9,5.4,12.5,0,,84,11.9,48.2,1006.9,18
2016-10-15,10.5,4.8,17.3,0.1,,209,5.8,28.8,1013.3,108
2016-10-16,8.9,3.7,18.2,0,,21,4,21.2,1021.2,336
2016-10-17,10.4,4.7,14.4,4.2,,341,4,21.6,1022.2,6
2016-10-18,10.8,8.7,13.4,4.4,,228,5.8,31,1021.2,30
2016-10-19,8.8,6.3,11.8,2.4,,234,12.6,42.1,1017.2,120
2016-10-20,7.6,3.7,11.8,2.5,,218,15.8,39.6,1013.4,180
2016-10-21,6.2,4.9,7.8,0,,252,10.1,30.6,1013.8,12
2016-10-22,5.4,0.2,10.5,0,,190,7.6,29.2,1014.2,174
2016-10-23,5.7,-1.6,11.9,1.3,,82,3.6,16.6,1012.4,150
2016-10-24,12,7.4,18.8,6.2,,110,5.8,21.6,1013,192
2016-10-25,11.5,6.6,14.3,0.7,,280,7.6,29.5,1020.4,0
2016-10-26,8.8,3.6,12.5,0,,10,4,14.8,1026.6,6
2016-10-27,7,1.2,12,0,,94,5.4,19.8,1032.7,348
2016-10-28,4.6,-0.3,11.2,0,,132,4.3,16.2,1034.1,168
2016-10-29,7.1,1.5,12.3,0.4,,214,6.5,25.2,1032.2,96
2016-10-30,5.9,1.6,11.5,0,,30,4.7,15.8,1029.8,408
2016-10-31,5.5,-0.5,11.1,0,,40,6.8,23.4,1027.8,546
2016-11-01,3.4,-0.6,9.3,0,,169,5.8,21.6,1021.8,114
2016-11-02,5.6,0.9,9,0.8,,254,12.2,32.4,1017.6,0
2016-11-03,2.3,-2.4,8.3,0,,180,4.3,17.3,1021.8,102
2016-11-04,2.1,-4.3,10.5,0.2,,136,4.7,22.7,1015.9,444
2016-11-05,8.9,4,14.1,11.3,,164,11.5,35.6,1001.9,12
2016-11-06,3.9,1.5,6.3,3.8,,244,8.6,23.8,1001.9,0
2016-11-07,1.5,-2.3,4.7,0.9,,223,7.6,26.3,1007.7,144
2016-11-08,0.5,-2.3,4.3,0,,231,7.9,23.8,1010.3,108
2016-11-09,2.3,0,5.4,4.1,,172,12.2,43.6,1006.4,6
2016-11-10,5.1,3.7,6.9,6.6,,232,22.3,54,1007.1,36
2016-11-11,3,0.5,5.4,4.1,,248,17.3,48.2,1012.5,18
2016-11-12,0.8,-2.8,2.7,0,,330,7.2,19.8,1023.4,6
2016-11-13,-0.6,-3.4,2.1,0,,88,9.4,25.6,1026.2,0
2016-11-14,-2.5,-6.7,1.4,0,,76,6.8,26.3,1032.3,318
2016-11-15,2.3,-1.4,5.9,6.2,,227,10.8,27.7,1029.5,24
2016-11-16,7.3,5,8.6,10,,227,13.7,35.3,1020.8,0
2016-11-17,8.4,5.9,10.8,0.3,,219,16.2,42.5,1012.7,54
2016-11-18,8.2,5.3,13.5,11.5,,186,14,63.4,1007.2,6
2016-11-19,4.5,-0.4,7.4,8.6,,176,14.4,49,1011.1,0
2016-11-20,3.4,-0.9,9.3,0,,141,7.2,25.2,1008.7,402
2016-11-21,5,-0.9,12.1,0,,323,2.2,9.7,1005.8,114
2016-11-22,5.7,1.4,10.3,0,,348,2.9,15.1,1011.5,12
2016-11-23,4.8,0.3,8.6,0,,34,4.7,19.8,1016.6,66
2016-11-24,5.4,4.7,6.1,0,,75,12.2,31,1016.8,0
2016-11-25,6.1,4.8,7.4,0,,88,14.8,39.6,1016.4,0
2016-11-26,5.8,5.1,6.8,0,,97,6.8,22.7,1016.7,0
2016-11-27,4.6,-1.6,7.4,0,,311,9.4,24.5,1017.1,132
2016-11-28,-1.9,-5,1.2,0,,44,10.4,31.7,1026,264
2016-11-29,-3.5,-7.9,1.1,0,,74,11.5,31,1032.9,462
2016-11-30,-1.9,-9.7,3.6,0,,,8.6,25.9,1032.7,450
2016-12-01,2.2,-1.1,6.8,0,,270,12.2,31.7,1026.5,144
2016-12-02,3.2,1.6,5.7,0.2,,264,15.8,34.6,1021.2,30
2016-12-03,-1.6,-5.5,2.4,0,,37,9.7,27.4,1023.5,456
2016-12-04,-3.7,-8,-1.9,0,,85,7.6,23.8,1027.7,0
2016-12-05,-2.8,-3.6,-1.8,0,,144,6.8,15.8,1028.9,0
2016-12-06,-2.5,-6.2,3.4,0,,93,5,12.6,1032.1,450
2016-12-07,-3.3,-4.3,-2.3,0,,116,5.8,15.1,1036,0
2016-12-08,-1.5,-5.8,6.5,0,,152,4.7,15.8,1034.6,444
2016-12-09,2.5,-4.7,10.5,0,,151,6.5,18.4,1031.8,306
2016-12-10,1.5,-4.4,9.8,0,,161,6.1,17.6,1026.8,444
2016-12-11,1.9,-4.8,5.2,1,,214,13,37.4,1022.4,0
2016-12-12,3.2,-3,5.6,0,,244,11.9,30.6,1025.5,0
2016-12-13,-1.3,-6.2,3.7,0.2,,171,3.6,13.3,1027.3,342
2016-12-14,3.8,0.1,8.3,0,,113,4.3,13.7,1025,204
2016-12-15,2.2,-0.7,4.2,0,,75,10.1,27.7,1027.1,0
2016-12-16,0,-0.8,1.2,0,,108,10.8,26.3,1031.1,0
2016-12-17,-1,-2.3,0,0,,220,6.1,14.8,1038,0
2016-12-18,0.5,-0.5,1.8,0,,349,6.8,28.1,1034.2,0
2016-12-19,0.5,-1,1.5,0,,80,12.6,34.9,1027,0
2016-12-20,-1.5,-2.1,-0.6,0,,96,12.2,29.2,1024.5,0
2016-12-21,-1.7,-2.3,-0.8,0,,177,5,13.3,1030,0
